time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010456414675	9.7141	0.165921	-2.77556	-0.266313	1.32691	radar	0.0704288	9.63973	0.0585714	9.7	0.0500011	-2.72439	0
1477010456469734	9.5582	0.156265	-2.7488	-0.158471	1.37419	lidar	0.00984659	9.54669	0.0374948	9.55	0.0500011	-2.72438	0
1477010456524725	9.40304	0.169264	-2.75526	-0.0761865	1.38319	radar	0.07977	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923
1477010456579717	9.25067	0.168795	-2.75356	0.00544809	1.39041	lidar	0.00217688	9.24446	0.153574	9.25	0.15	-2.7277	0.909222
1477010456634732	9.09993	0.164573	-2.75172	0.0799953	1.38743	radar	0.0162762	9.0614	0.20077	9.1	0.2	-2.72652	0.908843
1477010456689747	8.9518	0.180175	-2.76009	0.127229	1.34914	lidar	0.000540279	8.94752	0.260272	8.95	0.25	-2.72653	0.908843
1477010456744738	8.83557	0.124425	-2.64782	0.231617	1.39844	radar	0.0766884	8.90199	0.247143	8.85	0.25	-1.81847	0
1477010456799730	8.7061	0.139006	-2.63962	0.259873	1.33848	lidar	0.154159	8.76016	0.263752	8.75	0.25	-1.81846	0
1477010456854787	8.52387	0.181525	-2.7691	0.236415	1.18811	radar	0.0656775	8.46355	0.258809	8.55	0.25	-3.6326	0
1477010456909844	8.37435	0.174048	-2.76846	0.272033	1.15045	lidar	0.022091	8.35367	0.252596	8.35	0.25	-3.6326	0
1477010456964821	8.22112	0.145567	-2.7784	0.31864	1.12736	radar	0.32821	8.05161	0.241868	8.2	0.25	-2.72841	0
1477010457019798	8.07409	0.139516	-2.77009	0.339061	1.07597	lidar	0.0215747	8.05411	0.247878	8.05	0.25	-2.72842	0
1477010457074802	7.92624	0.101813	-2.77208	0.382095	1.05509	radar	0.22178	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025
1477010457129807	7.77986	0.0717267	-2.76771	0.412227	1.02054	lidar	0.0710632	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016
1477010457184718	7.63535	0.0351949	-2.77959	0.434478	0.968668	radar	0.200154	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554
1477010457239629	7.49167	-0.00985184	-2.77622	0.466912	0.9432	lidar	0.0773862	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554
1477010457289664	7.3285	-0.0164738	-2.82595	0.431848	0.809355	radar	0.423348	7.15329	0.0425189	7.3	0.0500011	-2.99789	0
1477010457339699	7.19543	-0.0491267	-2.81552	0.447169	0.779351	lidar	0.046459	7.16618	0.0287673	7.15	0.0500011	-2.9979	0
1477010457394701	7.09487	-0.145419	-2.75346	0.545008	0.880727	radar	0.0945205	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813
1477010457449704	6.96473	-0.205857	-2.7428	0.575833	0.85988	lidar	0.00636534	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811
1477010457504756	6.85729	-0.30742	-2.72143	0.656581	0.921562	radar	0.00425536	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646
1477010457559809	6.74403	-0.388068	-2.70872	0.697961	0.911356	lidar	0.0198473	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645
1477010457614784	6.65367	-0.50367	-2.69136	0.784376	0.97697	radar	0.11259	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819
1477010457669760	6.55058	-0.600448	-2.6841	0.830328	0.968545	lidar	0.00142745	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898
1477010457724718	6.51025	-0.780751	-2.67417	1.00712	1.18524	radar	0.0648976	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914
1477010457779677	6.43867	-0.914213	-2.67895	1.07768	1.19083	lidar	0.00631831	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911
1477010457829667	6.38905	-1.05124	-2.68907	1.16058	1.22772	radar	0.0516665	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061
1477010457879657	6.34079	-1.19097	-2.70449	1.22989	1.23368	lidar	0.000666592	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061
1477010457929639	6.2939	-1.31308	-2.69874	1.27367	1.19773	radar	0.123639	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072
1477010457979621	6.25762	-1.44073	-2.69671	1.33231	1.19689	lidar	0.000874403	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072
1477010458029740	6.26412	-1.60403	-2.72954	1.46332	1.32833	radar	-0.00423602	6.24787	-1.61119	6.25	-1.6	0	-2.99288
1477010458079860	6.25096	-1.74222	-2.73371	1.5285	1.32598	lidar	0.0127719	6.23547	-1.75335	6.25	-1.75	0	-2.99285
1477010458134821	6.29	-1.91641	-2.77286	1.66968	1.45245	radar	0.219126	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921
1477010458189782	6.31761	-2.06461	-2.7674	1.75366	1.45817	lidar	0.0521571	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921
1477010458244771	6.32741	-2.19313	-2.70961	1.78115	1.35154	radar	0.44371	6.53066	-2.26346	6.35	-2.2	0	-2.72782
1477010458299761	6.3647	-2.33739	-2.70962	1.85612	1.35223	lidar	0.00107128	6.36917	-2.33894	6.35	-2.35	0	-2.72779
1477010458354753	6.37404	-2.47147	-2.66759	1.87588	1.24942	radar	0.103648	6.27034	-2.51837	6.35	-2.55	0	-3.63689
1477010458409745	6.40397	-2.6312	-2.69658	1.92734	1.22271	lidar	0.216728	6.34287	-2.73391	6.35	-2.75	0	-3.63689
1477010458464759	6.46172	-2.78328	-2.72639	1.99897	1.23311	radar	0.0362249	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658
1477010458519773	6.5052	-2.94477	-2.75897	2.04261	1.19771	lidar	0.265109	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658
1477010458574787	6.55631	-3.08604	-2.74815	2.08008	1.14784	radar	0.00261117	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658
1477010458629802	6.60808	-3.24262	-2.77514	2.11514	1.1091	lidar	0.314879	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655
1477010458684825	6.66903	-3.37869	-2.75243	2.14513	1.05229	radar	0.0936036	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613
1477010458739849	6.72476	-3.53524	-2.77896	2.16863	1.00617	lidar	0.375235	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611
1477010458794820	6.78999	-3.67295	-2.76831	2.19389	0.957713	radar	0.000109329	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871
1477010458849792	6.84319	-3.83681	-2.79813	2.20007	0.896584	lidar	0.556436	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869
1477010458904824	6.89842	-3.97011	-2.75833	2.20533	0.824189	radar	0.117358	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568
1477010458959856	6.95127	-4.13436	-2.78429	2.20196	0.761191	lidar	0.550438	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569
1477010459014855	7.05964	-4.27755	-2.85014	2.25583	0.79132	radar	0.289694	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732
1477010459069854	7.12459	-4.44077	-2.874	2.25221	0.730823	lidar	0.394644	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732
1477010459124748	7.19476	-4.57161	-2.84192	2.25876	0.678862	radar	0.144236	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253
1477010459179643	7.24752	-4.74089	-2.86154	2.2376	0.604991	lidar	0.810569	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251
1477010459229626	7.30116	-4.85977	-2.80567	2.2265	0.535142	radar	-0.0013151	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068
1477010459279610	7.35286	-4.99761	-2.8103	2.21572	0.488486	lidar	0.595952	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066
1477010459329670	7.46024	-5.12013	-2.89016	2.26733	0.547691	radar	0.436975	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964
1477010459379730	7.5195	-5.26614	-2.90234	2.25249	0.494686	lidar	0.437861	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964
1477010459434781	7.56632	-5.38545	-2.79543	2.2264	0.402721	radar	0.244946	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165
1477010459489833	7.63281	-5.52924	-2.79855	2.21772	0.364363	lidar	0.353306	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648
1477010459544843	7.72278	-5.65423	-2.82158	2.24067	0.377363	radar	1.29602	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677
1477010459599853	7.80143	-5.79555	-2.82912	2.23791	0.348137	lidar	0.0904813	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677
1477010459654854	7.8483	-5.91448	-2.72306	2.2062	0.259715	radar	0.00760693	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815
1477010459709855	7.9186	-6.0436	-2.71957	2.20298	0.238293	lidar	0.206697	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815
1477010459764809	8.01881	-6.16762	-2.75889	2.22953	0.265689	radar	0.129806	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955
1477010459819764	8.09228	-6.30923	-2.76751	2.21876	0.234623	lidar	0.0894004	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953
1477010459874748	8.20193	-6.4392	-2.81621	2.24547	0.26156	radar	0.0832982	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807
1477010459929733	8.28009	-6.58486	-2.8282	2.23327	0.229041	lidar	0.0506443	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804
1477010459984740	8.33352	-6.7019	-2.73431	2.20503	0.158572	radar	-0.000669284	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795
1477010460039747	8.39577	-6.83652	-2.73022	2.18835	0.127699	lidar	0.367418	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795
1477010460094746	8.46419	-6.95905	-2.70966	2.17984	0.105079	radar	0.385759	8.2713	-6.91098	8.4	-7	0.909094	-2.72732
1477010460149745	8.51633	-7.1085	-2.71522	2.14867	0.0603768	lidar	0.355647	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732
1477010460204765	8.62169	-7.23846	-2.77378	2.17818	0.109043	radar	0.0138241	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628
1477010460259785	8.68619	-7.39351	-2.78942	2.15295	0.071512	lidar	0.0599523	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628
1477010460314814	8.73535	-7.52357	-2.72012	2.11539	-0.000190842	radar	0.30702	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723
1477010460369844	8.80223	-7.6529	-2.71597	2.10749	-0.00972759	lidar	0.0685786	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721
1477010460424744	8.90422	-7.78192	-2.77275	2.13928	0.0486557	radar	0.163916	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224
1477010460479645	8.97439	-7.9223	-2.77897	2.12768	0.0316648	lidar	0.0228829	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221
1477010460529694	9.05977	-8.04994	-2.81177	2.13792	0.0491943	radar	0.283379	9.1081	-8.22433	9	-8.1	0.999025	-2.99707
1477010460579744	9.10807	-8.19287	-2.82156	2.10943	0.0122035	lidar	0.190099	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704
1477010460634793	9.1323	-8.32327	-2.72082	2.04848	-0.0942959	radar	0.0104099	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657
1477010460689843	9.1856	-8.46026	-2.71747	2.03083	-0.109302	lidar	0.121065	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655
1477010460744781	9.25428	-8.59404	-2.72507	2.0294	-0.100582	radar	0.0070699	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036
1477010460799720	9.29864	-8.74197	-2.72925	2.00243	-0.125963	lidar	0.149014	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033
1477010460854694	9.36109	-8.88005	-2.73627	1.99704	-0.121338	radar	0.00567668	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856
1477010460909668	9.39918	-9.03054	-2.74037	1.96762	-0.148086	lidar	0.190278	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856
1477010460959714	9.4683	-9.15925	-2.77126	1.98225	-0.107783	radar	0.0048559	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725
1477010461009760	9.49524	-9.31164	-2.78712	1.94612	-0.143457	lidar	0.173013	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724
1477010461064723	9.55004	-9.45488	-2.79116	1.93911	-0.140275	radar	0.0159356	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291
1477010461119686	9.58564	-9.61326	-2.80112	1.91167	-0.163152	lidar	0.0820991	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291
1477010461169662	9.64113	-9.74623	-2.81832	1.91717	-0.13756	radar	0.0168248	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143
1477010461219639	9.66588	-9.89713	-2.83141	1.88708	-0.164347	lidar	0.11892	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141
1477010461269700	9.68851	-10.0287	-2.80668	1.85534	-0.204481	radar	0.125064	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755
1477010461319762	9.73289	-10.1589	-2.80378	1.85098	-0.197707	lidar	0.0106988	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754
1477010461374737	9.7287	-10.3049	-2.74835	1.77996	-0.303942	radar	0.010336	9.77731	-10.3295	9.75	-10.3	0	-2.72851
1477010461429713	9.76058	-10.4513	-2.74771	1.76513	-0.30177	lidar	0.00156887	9.76557	-10.4501	9.75	-10.45	0	-2.72849
1477010461484718	9.81582	-10.6033	-2.77541	1.78145	-0.245464	radar	0.235624	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704
1477010461539723	9.84742	-10.7521	-2.77558	1.76873	-0.244544	lidar	0.000614386	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703
1477010461589670	9.84886	-10.8868	-2.75093	1.72371	-0.302007	radar	0.00314164	9.84397	-10.9287	9.85	-10.9	0	-3.00318
1477010461639618	9.86321	-11.0286	-2.75754	1.70309	-0.308085	lidar	0.00322727	9.85693	-11.0512	9.85	-11.05	0	-3.00316
1477010461689616	9.87807	-11.1616	-2.75661	1.68968	-0.302164	radar	0.33428	9.74773	-11.0482	9.85	-11.2	0	-3.00013
1477010461739614	9.8761	-11.3124	-2.77154	1.65863	-0.319736	lidar	0.06984	9.84407	-11.3565	9.85	-11.35	0	-3.00012
1477010461789682	9.89775	-11.4523	-2.78496	1.66021	-0.286167	radar	0.028241	9.79495	-11.4686	9.85	-11.5	0	-2.99592
1477010461839750	9.88712	-11.6056	-2.80112	1.62662	-0.307385	lidar	0.147412	9.83943	-11.6467	9.85	-11.65	0	-2.99592
1477010461894772	9.79652	-11.746	-2.72262	1.47672	-0.543001	radar	0.0814302	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746
1477010461949794	9.77422	-11.8887	-2.71604	1.44305	-0.547812	lidar	0.0380655	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746
1477010462004764	9.73196	-12.037	-2.70916	1.38132	-0.604395	radar	0.103475	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875
1477010462059735	9.68851	-12.1789	-2.70675	1.33848	-0.61544	lidar	0.10986	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873
1477010462114747	9.64427	-12.321	-2.70469	1.29631	-0.628484	radar	0.051414	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667
1477010462169760	9.58877	-12.4645	-2.70922	1.25241	-0.638305	lidar	0.0820441	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665
1477010462224703	9.46025	-12.5839	-2.68604	1.10434	-0.838015	radar	0.295535	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006
1477010462279647	9.38529	-12.7043	-2.6769	1.05328	-0.844616	lidar	0.0372917	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005
1477010462329639	9.2203	-12.7901	-2.67479	0.866627	-1.10324	radar	0.267008	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033
1477010462379631	9.1085	-12.8832	-2.67871	0.795083	-1.12005	lidar	0.368863	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033
1477010462434714	8.95399	-12.9639	-2.69062	0.660066	-1.24948	radar	0.508837	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707
1477010462489798	8.83755	-13.0369	-2.67427	0.588967	-1.25512	lidar	0.00189349	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708
1477010462544716	8.72161	-13.1157	-2.66482	0.53708	-1.22156	radar	0.142512	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089
1477010462599634	8.58594	-13.1798	-2.66473	0.463186	-1.22863	lidar	0.0589521	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089
1477010462649687	8.38912	-13.1737	-2.71518	0.256343	-1.49541	radar	0.721795	8.27267	-12.996	8.4	-13.15	-2.99683	0
1477010462699741	8.25809	-13.1939	-2.7062	0.177275	-1.5019	lidar	0.000200973	8.25965	-13.1488	8.25	-13.15	-2.9968	0
1477010462754745	8.14017	-13.2362	-2.65601	0.159208	-1.37561	radar	0.351634	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028
1477010462809750	7.9887	-13.2539	-2.66305	0.0815094	-1.37587	lidar	0.0499269	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902
1477010462864705	7.84547	-13.2679	-2.66367	0.0127663	-1.36627	radar	0.221586	7.86599	-13.4154	7.8	-13.25	-2.7295	0
1477010462919660	7.68625	-13.2631	-2.67796	-0.0656821	-1.3662	lidar	0.203445	7.62489	-13.249	7.65	-13.25	-2.7295	0
1477010462969661	7.55986	-13.2648	-2.66092	-0.108843	-1.31811	radar	-1.0557e-005	7.50783	-13.2944	7.5	-13.25	-2.99994	0
1477010463019662	7.41283	-13.2489	-2.68053	-0.174079	-1.31257	lidar	0.272886	7.3419	-13.2474	7.35	-13.25	-2.99994	0
1477010463074668	7.26007	-13.1997	-2.70699	-0.276107	-1.36861	radar	0.018928	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995
1477010463129675	7.1056	-13.158	-2.724	-0.348048	-1.36108	lidar	0.173616	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987
1477010463184664	6.96916	-13.1162	-2.69731	-0.397044	-1.30818	radar	0.214752	6.79473	-13.0433	6.85	-13.15	-3.63709	0
1477010463239653	6.79369	-13.0851	-2.74866	-0.44006	-1.26501	lidar	1.16283	6.65123	-13.1604	6.65	-13.15	-3.63709	0
1477010463289643	6.667	-13.0293	-2.75666	-0.499109	-1.26163	radar	0.121278	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018
1477010463339633	6.50427	-12.9873	-2.80675	-0.531586	-1.21722	lidar	1.31163	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019
1477010463394660	6.38348	-13.0008	-2.65246	-0.468408	-0.975159	radar	0.0824476	6.27012	-13.1139	6.25	-13.05	-1.81729	0
1477010463449687	6.22387	-12.9632	-2.68165	-0.489643	-0.933301	lidar	0.39061	6.14459	-13.0471	6.15	-13.05	-1.81729	0
1477010463504660	6.09416	-12.8676	-2.71992	-0.574489	-0.996996	radar	0.00157899	5.99498	-12.9442	6	-12.95	-2.72861	1.81906
1477010463559633	5.94281	-12.8029	-2.74598	-0.605561	-0.966563	lidar	0.377497	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907
1477010463609635	5.82761	-12.7431	-2.72554	-0.62887	-0.924565	radar	0.0781009	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964
1477010463659638	5.6741	-12.6907	-2.76344	-0.636606	-0.876154	lidar	0.92018	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954
1477010463709638	5.55645	-12.6517	-2.70467	-0.621421	-0.77168	radar	0.0328463	5.45236	-12.7392	5.45	-12.7	-2.00001	1
1477010463759639	5.42123	-12.592	-2.72388	-0.634508	-0.740597	lidar	0.270896	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994
1477010463809706	5.31295	-12.5013	-2.74015	-0.683622	-0.764034	radar	0.00565617	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733
1477010463859774	5.18991	-12.4225	-2.7548	-0.707168	-0.74589	lidar	0.164548	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973
1477010463914701	5.07653	-12.3358	-2.74533	-0.738037	-0.733102	radar	0.679743	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059
1477010463969629	4.96073	-12.2366	-2.74976	-0.772563	-0.726124	lidar	0.016828	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058
1477010464019634	4.8707	-12.0883	-2.84498	-0.875159	-0.846977	radar	0.0266037	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969
1477010464069639	4.77544	-11.9764	-2.85237	-0.914625	-0.842917	lidar	0.0351522	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997
1477010464119638	4.69357	-11.877	-2.80674	-0.939684	-0.80919	radar	0.117796	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003
1477010464169638	4.62122	-11.7586	-2.80275	-0.987133	-0.817831	lidar	0.0215858	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002
1477010464219690	4.54146	-11.6199	-2.86346	-1.04541	-0.850659	radar	0.00152598	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688
1477010464269742	4.50115	-11.4813	-2.85162	-1.11386	-0.882908	lidar	0.270859	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689
1477010464319689	4.43356	-11.3358	-2.90113	-1.16358	-0.892296	radar	0.145004	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319
1477010464369636	4.40688	-11.1858	-2.89676	-1.23526	-0.92571	lidar	0.191375	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319
1477010464424678	4.41039	-11.0543	-2.77073	-1.32055	-0.975191	radar	0.0479111	4.43672	-11.0976	4.45	-11.05	0	1.8168
1477010464479720	4.3918	-10.9097	-2.75921	-1.38435	-0.989025	lidar	0.12586	4.43803	-10.9525	4.45	-10.95	0	1.81679
1477010464529697	4.36644	-10.7701	-2.77188	-1.4311	-0.983377	radar	0.0241697	4.40556	-10.7068	4.45	-10.8	0	3.00139
1477010464579674	4.37946	-10.6312	-2.76275	-1.50385	-1.01339	lidar	0.350837	4.45507	-10.6618	4.45	-10.65	0	3.00138
1477010464629664	4.44788	-10.5025	-2.67458	-1.63659	-1.14392	radar	0.049479	4.44716	-10.5583	4.45	-10.55	0	2.00041
1477010464679655	4.45442	-10.3814	-2.66319	-1.68614	-1.1363	lidar	0.000981998	4.45187	-10.4417	4.45	-10.45	0	2.00038
1477010464729676	4.47147	-10.2489	-2.66555	-1.74098	-1.13305	radar	0.0171519	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875
1477010464779698	4.51192	-10.1189	-2.66506	-1.80941	-1.14716	lidar	0.102906	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871
1477010464834700	4.5044	-9.97411	-2.68582	-1.80948	-1.04378	radar	0.0179317	4.56608	-10.005	4.55	-10	0	2.72717
1477010464889703	4.5472	-9.8331	-2.68539	-1.86995	-1.04742	lidar	0.00842579	4.55922	-9.84124	4.55	-9.85	0	2.72714
1477010464944669	4.60347	-9.69369	-2.68527	-1.93849	-1.06458	radar	0.00643253	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895
1477010464999636	4.68161	-9.55285	-2.69827	-2.0134	-1.08156	lidar	0.230891	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894
1477010465049633	4.67362	-9.41126	-2.71264	-1.96712	-0.909705	radar	0.138196	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019
1477010465099631	4.75602	-9.27873	-2.73545	-2.03159	-0.92752	lidar	0.455963	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015
1477010465149630	4.88102	-9.17591	-2.73371	-2.16283	-1.07119	radar	0.10002	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005
1477010465199629	4.97425	-9.0589	-2.74869	-2.22498	-1.07848	lidar	0.135217	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004
1477010465249644	4.97906	-8.92536	-2.72654	-2.15065	-0.848149	radar	0.0443381	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911
1477010465299660	5.0742	-8.79956	-2.7538	-2.20087	-0.852223	lidar	0.252685	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907
1477010465354651	5.19961	-8.69631	-2.75843	-2.29487	-0.933056	radar	0.398104	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849
1477010465409643	5.31516	-8.58213	-2.77157	-2.35233	-0.937667	lidar	0.133189	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846
1477010465459626	5.34696	-8.4466	-2.74831	-2.28529	-0.726903	radar	0.167095	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103
1477010465509610	5.45849	-8.32851	-2.78131	-2.32607	-0.72654	lidar	0.35677	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099
1477010465559622	5.56736	-8.22775	-2.79414	-2.37876	-0.758718	radar	0.240934	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953
1477010465609635	5.68478	-8.11895	-2.82136	-2.41811	-0.756379	lidar	0.206105	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995
1477010465659638	5.74706	-7.99376	-2.80213	-2.37236	-0.595641	radar	0.0428778	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989
1477010465709641	5.84935	-7.8952	-2.80514	-2.40108	-0.594159	lidar	1.4797e-005	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988
1477010465759698	5.93943	-7.78697	-2.80257	-2.4017	-0.538839	radar	0.0927331	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772
1477010465809756	6.04411	-7.68597	-2.80992	-2.42506	-0.53429	lidar	0.000644667	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977
1477010465864704	6.1508	-7.5757	-2.80619	-2.43139	-0.488968	radar	0.00145294	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199
1477010465919652	6.26395	-7.47306	-2.80484	-2.45444	-0.485137	lidar	0.0339317	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991
1477010465969718	6.39074	-7.39405	-2.82085	-2.51602	-0.56555	radar	0.666817	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736
1477010466019784	6.51532	-7.30073	-2.84068	-2.54174	-0.560877	lidar	0.0845844	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736
1477010466074711	6.65427	-7.22197	-2.84736	-2.58887	-0.5928	radar	0.00576438	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303
1477010466129638	6.78116	-7.14548	-2.83716	-2.62065	-0.593068	lidar	0.064119	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298
1477010466179676	6.85974	-7.03806	-2.79739	-2.56536	-0.425206	radar	0.107091	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848
1477010466229715	6.97374	-6.96311	-2.7933	-2.5854	-0.424366	lidar	0.0218984	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846
1477010466284723	7.11093	-6.8897	-2.79668	-2.61798	-0.440484	radar	0.0928316	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792
